Word,URL,Frequecny,Positions
novel,https://quotes.toscrape.com/author/Ayn-Rand,2,"191,237"
novel,https://quotes.toscrape.com/author/Harper-Lee,2,"318,354"
must,https://quotes.toscrape.com/,1,113
must,https://quotes.toscrape.com/author/Albert-Einstein,1,141
must,https://quotes.toscrape.com/tag/life/page/1/,1,410
must,https://quotes.toscrape.com/tag/aliteracy/page/1/,1,25
must,https://quotes.toscrape.com/tag/books/page/1/,1,25
must,https://quotes.toscrape.com/tag/classic/page/1/,1,25
must,https://quotes.toscrape.com/tag/humor/page/1/,3,"25,66,178"
must,https://quotes.toscrape.com/tag/simile/page/1/,1,38
must,https://quotes.toscrape.com/tag/life/,1,410
must,https://quotes.toscrape.com/tag/humor/,3,"25,66,178"
must,https://quotes.toscrape.com/tag/books/,1,25
must,https://quotes.toscrape.com/tag/simile/,1,38
must,https://quotes.toscrape.com/tag/religion/page/1/,1,21
must,https://quotes.toscrape.com/author/Suzanne-Collins,1,158
must,https://quotes.toscrape.com/author/James-Baldwin,1,215
must,https://quotes.toscrape.com/tag/love/page/2/,1,40
must,https://quotes.toscrape.com/author/Stephenie-Meyer,1,90
must,https://quotes.toscrape.com/page/1/,1,113
must,https://quotes.toscrape.com/page/3/,1,129
must,https://quotes.toscrape.com/page/5/,1,114
must,https://quotes.toscrape.com/page/7/,1,135
must,https://quotes.toscrape.com/page/8/,1,43
intolerably,https://quotes.toscrape.com/,1,115
intolerably,https://quotes.toscrape.com/tag/aliteracy/page/1/,1,27
intolerably,https://quotes.toscrape.com/tag/books/page/1/,1,27
intolerably,https://quotes.toscrape.com/tag/classic/page/1/,1,27
intolerably,https://quotes.toscrape.com/tag/humor/page/1/,1,27
intolerably,https://quotes.toscrape.com/tag/humor/,1,27
intolerably,https://quotes.toscrape.com/tag/books/,1,27
intolerably,https://quotes.toscrape.com/page/1/,1,115
stupid,https://quotes.toscrape.com/,1,116
stupid,https://quotes.toscrape.com/tag/aliteracy/page/1/,1,28
stupid,https://quotes.toscrape.com/tag/books/page/1/,1,28
stupid,https://quotes.toscrape.com/tag/classic/page/1/,1,28
stupid,https://quotes.toscrape.com/tag/humor/page/1/,2,"28,106"
stupid,https://quotes.toscrape.com/tag/humor/,2,"28,106"
stupid,https://quotes.toscrape.com/tag/books/,1,28
stupid,https://quotes.toscrape.com/page/1/,1,116
stupid,https://quotes.toscrape.com/page/3/,1,169
jane,https://quotes.toscrape.com/,1,118
jane,https://quotes.toscrape.com/author/Jane-Austen,3,"7,21,295"
jane,https://quotes.toscrape.com/tag/aliteracy/page/1/,1,30
jane,https://quotes.toscrape.com/tag/books/page/1/,2,"30,274"
jane,https://quotes.toscrape.com/tag/classic/page/1/,1,30
jane,https://quotes.toscrape.com/tag/humor/page/1/,1,30
jane,https://quotes.toscrape.com/tag/love/page/1/,1,684
jane,https://quotes.toscrape.com/tag/love/,1,684
jane,https://quotes.toscrape.com/tag/humor/,1,30
jane,https://quotes.toscrape.com/tag/books/,2,"30,274"
jane,https://quotes.toscrape.com/tag/reading/,1,238
jane,https://quotes.toscrape.com/tag/friendship/,1,119
jane,https://quotes.toscrape.com/tag/reading/page/1/,1,238
jane,https://quotes.toscrape.com/tag/friendship/page/1/,1,119
jane,https://quotes.toscrape.com/tag/library/page/1/,1,72
jane,https://quotes.toscrape.com/tag/humor/page/2/,1,49
jane,https://quotes.toscrape.com/tag/love/page/2/,1,156
jane,https://quotes.toscrape.com/page/1/,1,118
jane,https://quotes.toscrape.com/author/George-R-R-Martin,1,65
jane,https://quotes.toscrape.com/tag/romantic/page/1/,1,31
jane,https://quotes.toscrape.com/tag/women/page/1/,1,31
jane,https://quotes.toscrape.com/page/6/,1,36
jane,https://quotes.toscrape.com/page/9/,4,"46,149,216,222"
jane,https://quotes.toscrape.com/tag/elizabeth-bennet/page/1/,2,"71,77"
jane,https://quotes.toscrape.com/tag/jane-austen/page/1/,3,"9,71,77"
austen,https://quotes.toscrape.com/,1,119
austen,https://quotes.toscrape.com/author/Jane-Austen,6,"8,22,66,222,296,330"
austen,https://quotes.toscrape.com/tag/aliteracy/page/1/,1,31
austen,https://quotes.toscrape.com/tag/books/page/1/,2,"31,275"
austen,https://quotes.toscrape.com/tag/classic/page/1/,1,31
austen,https://quotes.toscrape.com/tag/humor/page/1/,1,31
austen,https://quotes.toscrape.com/tag/love/page/1/,1,685
austen,https://quotes.toscrape.com/tag/love/,1,685
austen,https://quotes.toscrape.com/tag/humor/,1,31
austen,https://quotes.toscrape.com/tag/books/,2,"31,275"
austen,https://quotes.toscrape.com/tag/reading/,1,239
austen,https://quotes.toscrape.com/tag/friendship/,1,120
austen,https://quotes.toscrape.com/tag/reading/page/1/,1,239
austen,https://quotes.toscrape.com/tag/friendship/page/1/,1,120
austen,https://quotes.toscrape.com/tag/library/page/1/,1,73
austen,https://quotes.toscrape.com/tag/humor/page/2/,1,50
austen,https://quotes.toscrape.com/tag/love/page/2/,1,157
austen,https://quotes.toscrape.com/page/1/,1,119
austen,https://quotes.toscrape.com/tag/romantic/page/1/,1,32
austen,https://quotes.toscrape.com/tag/women/page/1/,1,32
austen,https://quotes.toscrape.com/page/6/,1,37
austen,https://quotes.toscrape.com/page/9/,4,"47,150,217,223"
austen,https://quotes.toscrape.com/tag/elizabeth-bennet/page/1/,2,"72,78"
austen,https://quotes.toscrape.com/tag/jane-austen/page/1/,3,"10,72,78"
aliteracy,https://quotes.toscrape.com/,1,122
aliteracy,https://quotes.toscrape.com/tag/aliteracy/page/1/,2,"9,34"
aliteracy,https://quotes.toscrape.com/tag/books/page/1/,1,34
aliteracy,https://quotes.toscrape.com/tag/classic/page/1/,1,34
aliteracy,https://quotes.toscrape.com/tag/humor/page/1/,1,34
aliteracy,https://quotes.toscrape.com/tag/humor/,1,34
aliteracy,https://quotes.toscrape.com/tag/books/,1,34
aliteracy,https://quotes.toscrape.com/page/1/,1,122
books,https://quotes.toscrape.com/,2,"123,277"
books,https://quotes.toscrape.com/tag/change/page/1/,1,48
books,https://quotes.toscrape.com/tag/deep-thoughts/page/1/,1,49
books,https://quotes.toscrape.com/tag/thinking/page/1/,1,81
books,https://quotes.toscrape.com/tag/world/page/1/,1,48
books,https://quotes.toscrape.com/author/J-K-Rowling,2,"510,675"
books,https://quotes.toscrape.com/tag/abilities/page/1/,1,41
books,https://quotes.toscrape.com/tag/choices/page/1/,1,41
books,https://quotes.toscrape.com/tag/inspirational/page/1/,2,"436,503"
books,https://quotes.toscrape.com/tag/life/page/1/,3,"328,343,508"
books,https://quotes.toscrape.com/tag/live/page/1/,1,53
books,https://quotes.toscrape.com/tag/miracle/page/1/,1,53
books,https://quotes.toscrape.com/tag/miracles/page/1/,1,53
books,https://quotes.toscrape.com/tag/aliteracy/page/1/,2,"35,45"
books,https://quotes.toscrape.com/tag/books/page/1/,14,"9,35,41,56,79,105,114,134,150,210,229,278,315,331"
books,https://quotes.toscrape.com/tag/classic/page/1/,3,"35,53,63"
books,https://quotes.toscrape.com/tag/humor/page/1/,2,"35,285"
books,https://quotes.toscrape.com/author/Marilyn-Monroe,1,268
books,https://quotes.toscrape.com/tag/be-yourself/page/1/,1,43
books,https://quotes.toscrape.com/tag/adulthood/page/1/,1,39
books,https://quotes.toscrape.com/tag/success/page/1/,1,39
books,https://quotes.toscrape.com/tag/value/page/1/,1,39
books,https://quotes.toscrape.com/tag/love/page/1/,1,698
books,https://quotes.toscrape.com/tag/edison/page/1/,1,42
books,https://quotes.toscrape.com/tag/failure/page/1/,1,42
books,https://quotes.toscrape.com/tag/paraphrased/page/1/,1,69
books,https://quotes.toscrape.com/tag/misattributed-eleanor-roosevelt/page/1/,1,47
books,https://quotes.toscrape.com/tag/obvious/page/1/,1,34
books,https://quotes.toscrape.com/tag/simile/page/1/,1,71
books,https://quotes.toscrape.com/page/2/,3,"579,594,632"
books,https://quotes.toscrape.com/tag/love/,1,698
books,https://quotes.toscrape.com/tag/inspirational/,2,"436,503"
books,https://quotes.toscrape.com/tag/life/,3,"328,343,508"
books,https://quotes.toscrape.com/tag/humor/,2,"35,285"
books,https://quotes.toscrape.com/tag/books/,14,"9,35,41,56,79,105,114,134,150,210,229,278,315,331"
books,https://quotes.toscrape.com/tag/reading/,6,"89,114,174,193,242,252"
books,https://quotes.toscrape.com/tag/friendship/,3,"45,60,158"
books,https://quotes.toscrape.com/tag/friends/,4,"268,283,302,313"
books,https://quotes.toscrape.com/tag/truth/,1,116
books,https://quotes.toscrape.com/tag/simile/,1,71
books,https://quotes.toscrape.com/author/Terry-Pratchett,1,106
books,https://quotes.toscrape.com/tag/open-mind/page/1/,1,51
books,https://quotes.toscrape.com/tag/friends/page/1/,4,"268,283,302,313"
books,https://quotes.toscrape.com/tag/heartbreak/page/1/,1,241
books,https://quotes.toscrape.com/tag/sisters/page/1/,1,241
books,https://quotes.toscrape.com/author/Elie-Wiesel,1,41
books,https://quotes.toscrape.com/tag/activism/page/1/,1,71
books,https://quotes.toscrape.com/tag/apathy/page/1/,1,71
books,https://quotes.toscrape.com/tag/hate/page/1/,1,71
books,https://quotes.toscrape.com/tag/indifference/page/1/,1,71
books,https://quotes.toscrape.com/tag/opposite/page/1/,1,71
books,https://quotes.toscrape.com/tag/philosophy/page/1/,1,100
books,https://quotes.toscrape.com/tag/death/page/1/,1,101
books,https://quotes.toscrape.com/author/C-S-Lewis,2,"85,138"
books,https://quotes.toscrape.com/tag/reading/page/1/,6,"89,114,174,193,242,252"
books,https://quotes.toscrape.com/tag/tea/page/1/,2,"34,45"
books,https://quotes.toscrape.com/tag/hope/page/1/,1,76
books,https://quotes.toscrape.com/author/Helen-Keller,1,113
books,https://quotes.toscrape.com/tag/inspirational/page/2/,1,94
books,https://quotes.toscrape.com/author/Douglas-Adams,2,"60,184"
books,https://quotes.toscrape.com/tag/navigation/page/1/,1,46
books,https://quotes.toscrape.com/tag/contentment/page/1/,3,"13,28,40"
books,https://quotes.toscrape.com/tag/friendship/page/1/,3,"45,60,158"
books,https://quotes.toscrape.com/tag/fate/page/1/,1,41
books,https://quotes.toscrape.com/tag/misattributed-john-lennon/page/1/,1,43
books,https://quotes.toscrape.com/tag/planning/page/1/,1,41
books,https://quotes.toscrape.com/tag/plans/page/1/,1,41
books,https://quotes.toscrape.com/author/Dr-Seuss,1,305
books,https://quotes.toscrape.com/tag/comedy/page/1/,1,44
books,https://quotes.toscrape.com/tag/yourself/page/1/,1,64
books,https://quotes.toscrape.com/author/George-Bernard-Shaw,1,311
books,https://quotes.toscrape.com/author/Ralph-Waldo-Emerson,1,179
books,https://quotes.toscrape.com/tag/regrets/page/1/,1,77
books,https://quotes.toscrape.com/tag/life/page/2/,1,101
books,https://quotes.toscrape.com/tag/library/page/1/,3,"28,76,86"
books,https://quotes.toscrape.com/author/Haruki-Murakami,1,176
books,https://quotes.toscrape.com/tag/thought/page/1/,3,"15,35,44"
books,https://quotes.toscrape.com/tag/novelist-quotes/page/1/,2,"25,36"
books,https://quotes.toscrape.com/tag/authors/page/1/,2,"66,77"
books,https://quotes.toscrape.com/tag/literature/page/1/,2,"66,77"
books,https://quotes.toscrape.com/tag/writing/page/1/,3,"89,127,142"
books,https://quotes.toscrape.com/author/Madeleine-LEngle,1,471
books,https://quotes.toscrape.com/tag/children/page/1/,2,"77,92"
books,https://quotes.toscrape.com/tag/difficult/page/1/,2,"44,59"
books,https://quotes.toscrape.com/tag/grown-ups/page/1/,2,"45,60"
books,https://quotes.toscrape.com/tag/write/page/1/,2,"44,59"
books,https://quotes.toscrape.com/tag/writers/page/1/,2,"44,59"
books,https://quotes.toscrape.com/tag/books/page/2/,4,"9,13,34,44"
books,https://quotes.toscrape.com/author/Garrison-Keillor,1,550
books,https://quotes.toscrape.com/tag/religion/page/1/,1,84
books,https://quotes.toscrape.com/author/Charles-M-Schulz,1,583
books,https://quotes.toscrape.com/tag/chocolate/page/1/,1,41
books,https://quotes.toscrape.com/tag/food/page/1/,1,41
books,https://quotes.toscrape.com/author/Suzanne-Collins,3,"140,262,280"
books,https://quotes.toscrape.com/author/Charles-Bukowski,1,294
books,https://quotes.toscrape.com/tag/insanity/page/1/,1,46
books,https://quotes.toscrape.com/tag/lies/page/1/,1,46
books,https://quotes.toscrape.com/tag/lying/page/1/,1,46
books,https://quotes.toscrape.com/tag/self-indulgence/page/1/,1,47
books,https://quotes.toscrape.com/tag/truth/page/1/,1,116
books,https://quotes.toscrape.com/tag/humor/page/2/,1,65
books,https://quotes.toscrape.com/tag/lack-of-friendship/page/1/,1,51
books,https://quotes.toscrape.com/tag/lack-of-love/page/1/,1,51
books,https://quotes.toscrape.com/tag/marriage/page/1/,1,49
books,https://quotes.toscrape.com/tag/unhappy-marriage/page/1/,1,50
books,https://quotes.toscrape.com/tag/poetry/page/1/,1,90
books,https://quotes.toscrape.com/tag/girls/page/1/,1,37
books,https://quotes.toscrape.com/tag/love/page/2/,1,188
books,https://quotes.toscrape.com/tag/misattributed-to-mother-teresa/page/1/,1,47
books,https://quotes.toscrape.com/author/Stephenie-Meyer,1,231
books,https://quotes.toscrape.com/tag/drug/page/1/,1,33
books,https://quotes.toscrape.com/tag/romance/page/1/,1,33
books,https://quotes.toscrape.com/tag/courage/page/1/,1,67
books,https://quotes.toscrape.com/tag/simplicity/page/1/,1,41
books,https://quotes.toscrape.com/tag/understand/page/1/,1,41
books,https://quotes.toscrape.com/tag/fantasy/page/1/,1,39
books,https://quotes.toscrape.com/page/1/,2,"123,277"
books,https://quotes.toscrape.com/page/3/,1,325
books,https://quotes.toscrape.com/tag/learning/page/1/,1,65
books,https://quotes.toscrape.com/tag/seuss/page/1/,1,47
books,https://quotes.toscrape.com/tag/misattributed-to-c-s-lewis/page/1/,1,40
books,https://quotes.toscrape.com/tag/read/page/1/,2,"40,48"
books,https://quotes.toscrape.com/tag/readers/page/1/,2,"40,48"
books,https://quotes.toscrape.com/tag/reading-books/page/1/,3,"10,41,49"
books,https://quotes.toscrape.com/author/Alfred-Tennyson,1,245
books,https://quotes.toscrape.com/tag/misattributed-mark-twain/page/1/,1,45
books,https://quotes.toscrape.com/tag/beatles/page/1/,1,58
books,https://quotes.toscrape.com/tag/connection/page/1/,1,58
books,https://quotes.toscrape.com/tag/dreamers/page/1/,1,58
books,https://quotes.toscrape.com/tag/dreaming/page/1/,1,58
books,https://quotes.toscrape.com/tag/dreams/page/1/,1,58
books,https://quotes.toscrape.com/tag/peace/page/1/,1,58
books,https://quotes.toscrape.com/tag/good/page/1/,1,40
books,https://quotes.toscrape.com/tag/fairy-tales/page/1/,1,51
books,https://quotes.toscrape.com/tag/mind/page/1/,3,"13,34,43"
books,https://quotes.toscrape.com/tag/christianity/page/1/,1,53
books,https://quotes.toscrape.com/tag/faith/page/1/,1,53
books,https://quotes.toscrape.com/tag/sun/page/1/,1,53
books,https://quotes.toscrape.com/tag/sinister/page/1/,1,35
books,https://quotes.toscrape.com/tag/romantic/page/1/,1,46
books,https://quotes.toscrape.com/tag/women/page/1/,1,46
books,https://quotes.toscrape.com/tag/adventure/page/1/,1,33
books,https://quotes.toscrape.com/tag/happiness/page/1/,1,36
books,https://quotes.toscrape.com/tag/attributed-no-source/page/1/,1,105
books,https://quotes.toscrape.com/tag/imagination/page/1/,1,36
books,https://quotes.toscrape.com/tag/music/page/1/,1,73
books,https://quotes.toscrape.com/page/4/,2,"216,245"
books,https://quotes.toscrape.com/tag/knowledge/page/1/,1,35
books,https://quotes.toscrape.com/tag/understanding/page/1/,1,35
books,https://quotes.toscrape.com/tag/wisdom/page/1/,1,35
books,https://quotes.toscrape.com/tag/dumbledore/page/1/,1,65
books,https://quotes.toscrape.com/page/5/,3,"37,62,261"
books,https://quotes.toscrape.com/page/6/,4,"140,160,212,282"
books,https://quotes.toscrape.com/tag/attributed/page/1/,1,33
books,https://quotes.toscrape.com/tag/fear/page/1/,1,33
books,https://quotes.toscrape.com/tag/inspiration/page/1/,1,33
books,https://quotes.toscrape.com/tag/misattributed-to-einstein/page/1/,1,39
books,https://quotes.toscrape.com/page/7/,1,407
books,https://quotes.toscrape.com/tag/alcohol/page/1/,1,68
books,https://quotes.toscrape.com/tag/the-hunger-games/page/1/,1,41
books,https://quotes.toscrape.com/tag/bilbo/page/1/,1,37
books,https://quotes.toscrape.com/tag/journey/page/1/,1,37
books,https://quotes.toscrape.com/tag/lost/page/1/,1,37
books,https://quotes.toscrape.com/tag/quest/page/1/,1,37
books,https://quotes.toscrape.com/tag/travel/page/1/,1,37
books,https://quotes.toscrape.com/tag/wander/page/1/,1,37
books,https://quotes.toscrape.com/tag/live-death-love/page/1/,1,45
books,https://quotes.toscrape.com/tag/education/page/1/,1,33
books,https://quotes.toscrape.com/tag/troubles/page/1/,1,66
books,https://quotes.toscrape.com/page/8/,3,"169,298,310"
books,https://quotes.toscrape.com/page/9/,2,"153,379"
books,https://quotes.toscrape.com/tag/mistakes/page/1/,1,35
books,https://quotes.toscrape.com/tag/integrity/page/1/,1,70
books,https://quotes.toscrape.com/tag/elizabeth-bennet/page/1/,1,86
books,https://quotes.toscrape.com/tag/jane-austen/page/1/,1,86
books,https://quotes.toscrape.com/tag/age/page/1/,1,40
books,https://quotes.toscrape.com/tag/fairytales/page/1/,1,40
books,https://quotes.toscrape.com/tag/growing-up/page/1/,1,41
books,https://quotes.toscrape.com/tag/god/page/1/,1,49
books,https://quotes.toscrape.com/page/10/,4,"191,235,256,266"
books,https://quotes.toscrape.com/tag/better-life-empathy/page/1/,1,54
classic,https://quotes.toscrape.com/,1,124
classic,https://quotes.toscrape.com/tag/aliteracy/page/1/,1,36
classic,https://quotes.toscrape.com/tag/books/page/1/,3,"36,214,230"
classic,https://quotes.toscrape.com/tag/classic/page/1/,4,"9,36,38,54"
classic,https://quotes.toscrape.com/tag/humor/page/1/,1,36
classic,https://quotes.toscrape.com/tag/humor/,1,36
classic,https://quotes.toscrape.com/tag/books/,3,"36,214,230"
classic,https://quotes.toscrape.com/tag/reading/,2,"178,194"
classic,https://quotes.toscrape.com/tag/reading/page/1/,2,"178,194"
classic,https://quotes.toscrape.com/author/Charles-M-Schulz,1,460
classic,https://quotes.toscrape.com/page/1/,1,124
classic,https://quotes.toscrape.com/author/J-R-R-Tolkien,1,57
classic,https://quotes.toscrape.com/page/8/,2,"283,299"
humor,https://quotes.toscrape.com/,3,"125,266,276"
humor,https://quotes.toscrape.com/tag/change/page/1/,1,47
humor,https://quotes.toscrape.com/tag/deep-thoughts/page/1/,1,48
humor,https://quotes.toscrape.com/tag/thinking/page/1/,2,"70,80"
humor,https://quotes.toscrape.com/tag/world/page/1/,1,47
humor,https://quotes.toscrape.com/tag/abilities/page/1/,1,40
humor,https://quotes.toscrape.com/tag/choices/page/1/,1,40
humor,https://quotes.toscrape.com/tag/inspirational/page/1/,1,502
humor,https://quotes.toscrape.com/tag/life/page/1/,1,507
humor,https://quotes.toscrape.com/tag/live/page/1/,1,52
humor,https://quotes.toscrape.com/tag/miracle/page/1/,1,52
humor,https://quotes.toscrape.com/tag/miracles/page/1/,1,52
humor,https://quotes.toscrape.com/tag/aliteracy/page/1/,2,"37,44"
humor,https://quotes.toscrape.com/tag/books/page/1/,2,"37,330"
humor,https://quotes.toscrape.com/tag/classic/page/1/,2,"37,62"
humor,https://quotes.toscrape.com/tag/humor/page/1/,12,"9,37,52,84,118,142,167,185,215,246,270,284"
humor,https://quotes.toscrape.com/tag/be-yourself/page/1/,1,42
humor,https://quotes.toscrape.com/tag/adulthood/page/1/,1,38
humor,https://quotes.toscrape.com/tag/success/page/1/,1,38
humor,https://quotes.toscrape.com/tag/value/page/1/,1,38
humor,https://quotes.toscrape.com/tag/love/page/1/,1,697
humor,https://quotes.toscrape.com/tag/edison/page/1/,1,41
humor,https://quotes.toscrape.com/tag/failure/page/1/,1,41
humor,https://quotes.toscrape.com/tag/paraphrased/page/1/,1,68
humor,https://quotes.toscrape.com/tag/misattributed-eleanor-roosevelt/page/1/,1,46
humor,https://quotes.toscrape.com/tag/obvious/page/1/,2,"24,33"
humor,https://quotes.toscrape.com/tag/simile/page/1/,2,"24,70"
humor,https://quotes.toscrape.com/page/2/,1,631
humor,https://quotes.toscrape.com/tag/love/,1,697
humor,https://quotes.toscrape.com/tag/inspirational/,1,502
humor,https://quotes.toscrape.com/tag/life/,1,507
humor,https://quotes.toscrape.com/tag/humor/,12,"9,37,52,84,118,142,167,185,215,246,270,284"
humor,https://quotes.toscrape.com/tag/books/,2,"37,330"
humor,https://quotes.toscrape.com/tag/reading/,1,251
humor,https://quotes.toscrape.com/tag/friendship/,1,157
humor,https://quotes.toscrape.com/tag/friends/,1,312
humor,https://quotes.toscrape.com/tag/truth/,2,"32,115"
humor,https://quotes.toscrape.com/tag/simile/,2,"24,70"
humor,https://quotes.toscrape.com/tag/open-mind/page/1/,2,"40,50"
humor,https://quotes.toscrape.com/tag/friends/page/1/,1,312
humor,https://quotes.toscrape.com/tag/heartbreak/page/1/,1,240
humor,https://quotes.toscrape.com/tag/sisters/page/1/,1,240
humor,https://quotes.toscrape.com/tag/activism/page/1/,1,70
humor,https://quotes.toscrape.com/tag/apathy/page/1/,1,70
humor,https://quotes.toscrape.com/tag/hate/page/1/,1,70
humor,https://quotes.toscrape.com/tag/indifference/page/1/,1,70
humor,https://quotes.toscrape.com/tag/opposite/page/1/,1,70
humor,https://quotes.toscrape.com/tag/philosophy/page/1/,2,"91,99"
humor,https://quotes.toscrape.com/tag/death/page/1/,1,100
humor,https://quotes.toscrape.com/tag/reading/page/1/,1,251
humor,https://quotes.toscrape.com/tag/tea/page/1/,1,44
humor,https://quotes.toscrape.com/tag/hope/page/1/,1,75
humor,https://quotes.toscrape.com/tag/inspirational/page/2/,1,93
humor,https://quotes.toscrape.com/tag/navigation/page/1/,1,45
humor,https://quotes.toscrape.com/tag/contentment/page/1/,1,39
humor,https://quotes.toscrape.com/tag/friendship/page/1/,1,157
humor,https://quotes.toscrape.com/tag/fate/page/1/,1,40
humor,https://quotes.toscrape.com/tag/misattributed-john-lennon/page/1/,1,42
humor,https://quotes.toscrape.com/tag/planning/page/1/,1,40
humor,https://quotes.toscrape.com/tag/plans/page/1/,1,40
humor,https://quotes.toscrape.com/author/Dr-Seuss,1,79
humor,https://quotes.toscrape.com/tag/comedy/page/1/,1,43
humor,https://quotes.toscrape.com/tag/yourself/page/1/,1,63
humor,https://quotes.toscrape.com/tag/regrets/page/1/,1,76
humor,https://quotes.toscrape.com/tag/life/page/2/,1,100
humor,https://quotes.toscrape.com/tag/library/page/1/,1,85
humor,https://quotes.toscrape.com/tag/thought/page/1/,1,43
humor,https://quotes.toscrape.com/tag/novelist-quotes/page/1/,1,35
humor,https://quotes.toscrape.com/tag/authors/page/1/,1,76
humor,https://quotes.toscrape.com/tag/literature/page/1/,1,76
humor,https://quotes.toscrape.com/tag/writing/page/1/,1,141
humor,https://quotes.toscrape.com/tag/children/page/1/,1,91
humor,https://quotes.toscrape.com/tag/difficult/page/1/,1,58
humor,https://quotes.toscrape.com/tag/grown-ups/page/1/,1,59
humor,https://quotes.toscrape.com/tag/write/page/1/,1,58
humor,https://quotes.toscrape.com/tag/writers/page/1/,1,58
humor,https://quotes.toscrape.com/tag/books/page/2/,1,43
humor,https://quotes.toscrape.com/tag/religion/page/1/,2,"39,83"
humor,https://quotes.toscrape.com/tag/chocolate/page/1/,2,"33,40"
humor,https://quotes.toscrape.com/tag/food/page/1/,2,"33,40"
humor,https://quotes.toscrape.com/author/George-Carlin,1,47
humor,https://quotes.toscrape.com/tag/insanity/page/1/,2,"32,45"
humor,https://quotes.toscrape.com/tag/lies/page/1/,2,"32,45"
humor,https://quotes.toscrape.com/tag/lying/page/1/,2,"32,45"
humor,https://quotes.toscrape.com/tag/self-indulgence/page/1/,2,"33,46"
humor,https://quotes.toscrape.com/tag/truth/page/1/,2,"32,115"
humor,https://quotes.toscrape.com/tag/humor/page/2/,4,"9,26,53,64"
humor,https://quotes.toscrape.com/tag/lack-of-friendship/page/1/,1,50
humor,https://quotes.toscrape.com/tag/lack-of-love/page/1/,1,50
humor,https://quotes.toscrape.com/tag/marriage/page/1/,1,48
humor,https://quotes.toscrape.com/tag/unhappy-marriage/page/1/,1,49
humor,https://quotes.toscrape.com/tag/poetry/page/1/,1,89
humor,https://quotes.toscrape.com/tag/girls/page/1/,1,36
humor,https://quotes.toscrape.com/tag/love/page/2/,2,"160,187"
humor,https://quotes.toscrape.com/tag/misattributed-to-mother-teresa/page/1/,1,46
humor,https://quotes.toscrape.com/tag/drug/page/1/,1,32
humor,https://quotes.toscrape.com/tag/romance/page/1/,1,32
humor,https://quotes.toscrape.com/tag/courage/page/1/,1,66
humor,https://quotes.toscrape.com/tag/simplicity/page/1/,1,40
humor,https://quotes.toscrape.com/tag/understand/page/1/,1,40
humor,https://quotes.toscrape.com/tag/fantasy/page/1/,1,38
humor,https://quotes.toscrape.com/page/1/,3,"125,266,276"
humor,https://quotes.toscrape.com/page/3/,3,"147,181,324"
humor,https://quotes.toscrape.com/tag/learning/page/1/,1,64
humor,https://quotes.toscrape.com/tag/seuss/page/1/,1,46
humor,https://quotes.toscrape.com/tag/misattributed-to-c-s-lewis/page/1/,1,39
humor,https://quotes.toscrape.com/tag/read/page/1/,1,47
humor,https://quotes.toscrape.com/tag/readers/page/1/,1,47
humor,https://quotes.toscrape.com/tag/reading-books/page/1/,1,48
humor,https://quotes.toscrape.com/tag/misattributed-mark-twain/page/1/,1,44
humor,https://quotes.toscrape.com/tag/beatles/page/1/,1,57
humor,https://quotes.toscrape.com/tag/connection/page/1/,1,57
humor,https://quotes.toscrape.com/tag/dreamers/page/1/,1,57
humor,https://quotes.toscrape.com/tag/dreaming/page/1/,1,57
humor,https://quotes.toscrape.com/tag/dreams/page/1/,1,57
humor,https://quotes.toscrape.com/tag/peace/page/1/,1,57
humor,https://quotes.toscrape.com/tag/good/page/1/,1,39
humor,https://quotes.toscrape.com/tag/fairy-tales/page/1/,1,50
humor,https://quotes.toscrape.com/tag/mind/page/1/,1,42
humor,https://quotes.toscrape.com/tag/christianity/page/1/,1,52
humor,https://quotes.toscrape.com/tag/faith/page/1/,1,52
humor,https://quotes.toscrape.com/tag/sun/page/1/,1,52
humor,https://quotes.toscrape.com/tag/sinister/page/1/,2,"26,34"
humor,https://quotes.toscrape.com/tag/romantic/page/1/,2,"35,45"
humor,https://quotes.toscrape.com/tag/women/page/1/,2,"35,45"
humor,https://quotes.toscrape.com/tag/adventure/page/1/,1,32
humor,https://quotes.toscrape.com/tag/happiness/page/1/,1,35
humor,https://quotes.toscrape.com/tag/attributed-no-source/page/1/,1,104
humor,https://quotes.toscrape.com/tag/imagination/page/1/,1,35
humor,https://quotes.toscrape.com/tag/music/page/1/,1,72
humor,https://quotes.toscrape.com/page/4/,2,"160,244"
humor,https://quotes.toscrape.com/tag/knowledge/page/1/,1,34
humor,https://quotes.toscrape.com/tag/understanding/page/1/,1,34
humor,https://quotes.toscrape.com/tag/wisdom/page/1/,1,34
humor,https://quotes.toscrape.com/tag/dumbledore/page/1/,1,64
humor,https://quotes.toscrape.com/page/5/,1,260
humor,https://quotes.toscrape.com/page/6/,1,281
humor,https://quotes.toscrape.com/tag/attributed/page/1/,1,32
humor,https://quotes.toscrape.com/tag/fear/page/1/,1,32
humor,https://quotes.toscrape.com/tag/inspiration/page/1/,1,32
humor,https://quotes.toscrape.com/tag/misattributed-to-einstein/page/1/,1,38
humor,https://quotes.toscrape.com/page/7/,2,"104,406"
humor,https://quotes.toscrape.com/tag/alcohol/page/1/,1,67
humor,https://quotes.toscrape.com/tag/the-hunger-games/page/1/,1,40
humor,https://quotes.toscrape.com/tag/bilbo/page/1/,1,36
humor,https://quotes.toscrape.com/tag/journey/page/1/,1,36
